ID,Text,Labels
1558,去买led的灯泡。又省电又长寿。贵一些但是15年寿命，电费钱省回成本。 __eou__ 这次我买的就是那种转圈的灯管，看不见灯丝的那种节能灯，不知道是不是这就是led __eou__ led点亮后你摸灯管，它不热。其它灯都热。 __eou__ 这个还是有温度但不是烫手，上面没写led，就是philipsenergya，凑合用吧不是用来看书的所以还好,6666
1559,你这也太好看了！ __eou__ p图功力见长（添锅到底是哪张太好看 __eou__ 哪张都好看最喜欢第四张嘿嘿 __eou__ 科科科我妈也喜欢第四说两个人都笑得好,2222
1560,小迪姐今晚带我玩呀。 __eou__ 哈哈哈其实我还靠蛋哥哥带的 __eou__ 没事没事，一起玩！ __eou__ 哈哈可以啊一起开黑,1161
1561,一代人的回忆，现在我都记得手咬手套，那吱吱作响的声音。 __eou__ 这个假手是我童年的噩梦，晚上睡觉都不敢沾床，必须躺在我妈身上睡才行 __eou__ 哈哈，你多大，应该是八几年的吧？ __eou__ 83，那会貌似是晚上8点左右演，只记得是第8台，不记得是哪个电视台演的了 __eou__ 那时候应该是中央电视台吧，那会跟日本关系很好。,64166
1562,哦我家老龟甲半夜回来 __eou__ 我说你怎么没着急回来记得直播，激励一下我家龟 __eou__ 希望我不要给忘了，放置play __eou__ 回来肯定超级牙白我喜欢x,6662
1563,我超喜欢他们的片尾曲 __eou__ 我觉得片头片尾包括里面的各种配乐都特别经典特别好听 __eou__ 对啊，而且现在去看蔡少芬竟然和童心是夫妻了 __eou__ 我早在蔡少芬公开的时候就知道了,2266
1564,此书现在相当于我的圣经，相当于发现新大陆一样 __eou__ 一定要认真去读一读，净化心灵，谢谢金老师 __eou__ 武装到牙齿！愿你喜乐！ __eou__ 希望有能力好好消化,2221
1565,"困死也活该,赖不得别人~ __eou__ 一天没闲着，白天陪老娘，晚上挤出时间洗衣服，洗完衣服都12点多了。 __eou__ 您差不多每天这么晚睡吧?但每天都不是这个行程吧? __eou__ 至少昨天安排真是满的，休息比上班累。",5363
1566,跟杨幂有绯闻的男的有一大把博主你难道真的不知道吗？看来你对杨幂真的不了解啊 __eou__ 博主喜欢的是lss。这就够了好吧。一直干这事的不就是他们。 __eou__ 我管她喜欢谁???为了她喜欢的人难道就可以诋毁别人喜欢的人吗 __eou__ 那你也和说说不成个啥。还是不说了。乖啊。 __eou__ 忍不住就说了????晚安,55566
1567,肮脏的l婊洗脑的黑子 __eou__ 收了薛多少钱给这样儿骂网友？薛整了容也还是没凡帅，咋地了？ __eou__ 薛整了容，明星几个没整的！lyt没整，看到不说是lyt，还以为是zyt，wyt __eou__ 我说得原话是什么，看清楚，小朋友。 __eou__ 小朋友，意思是你一大把年纪了！那还是自己一边凉快去吧！,55555
1568,我跑的地方还比你多呢你就适合会空调那你就呆在办公室吧 __eou__ 谁叫武汉这么热，还没空调。 __eou__ 呵呵这样吧你天天去办公室正遂了你的愿我睡午觉去了 __eou__ 我去办公室又没事做，干嘛去,6666
1569,这么快就开啦！ __eou__ 嗯嗯可以开啦～你看看你的，我感觉今年淘宝这方面还良心～ __eou__ 我也开了四十多块感觉很良心啊以前开出来没这么多的 __eou__ 真的，有一年开过加上做游戏一共30多还可开心了，今年好多啊～,6111
1570,我看自己的头像有点不自然 __eou__ 你自己知道就好 __eou__ 这样你会觉得每天的我都是很新鲜的 __eou__ 比咸鸭蛋还新鲜吗,6666
1571,这货没兴趣。钢铁侠还可以考虑。不过烂米请不起钢铁侠 __eou__ 烂米没必要请钢铁侠。明星不是在哪里都有价值的。 __eou__ 价值领域不同的同时钢铁侠限量版在群众眼中绝对比这个设计大师限量版要来的好。 __eou__ 你看我这样想也算合理吧，是吧？,6666
1572,这是联谊的节奏吗 __eou__ 你怎么这么聪明，警师联谊 __eou__ 是不是四个人都喜欢你？ __eou__ 你觉得我有这么大的魅力,6226
1573,这张看起来就像你的翻版。 __eou__ 我也那么可爱吗 __eou__ 对啊，一对可爱的＂姐妹＂啊！ __eou__ 您太会哄人开心了,6221
1574,上次再张思莱医师评论咱们讨论过的，我女儿已经31天了，眼白还是黄，脸看上去不是很黄，打算今天去医院看看 __eou__ 我今天带闺女去儿研所测黄疸。吃了三天茵栀黄不吃了孩子拉的太痛苦了 __eou__ 吃了几天除了拉，黄疸改善了吗 __eou__ 改善了其实拉的多就退的快。可能母乳很多都吸收排不了那么多所以退的慢。,3366
1575,我觉得p⑨不错。 __eou__ 你怎么华为的都喜欢 __eou__ 额，刚好喜欢的款样子好看 __eou__ 不是买了荣耀8吗，怎么还在用小米,2626
1576,第二波呀？好棒，还有攻略讲解，网红小姐姐回来了最后的妙脆角好像腕龙。 __eou__ 欢迎收看balabala笔记之博物馆系列~ __eou__ bala酱，你好！喜欢你很久了。 __eou__ 送你签名书嘻嘻,2621
1577,哥，感觉我的国庆白过了。 __eou__ 我感觉你还是势大，我不行啊 __eou__ 我在家呆了五天。 __eou__ 趁空好好休息一下，见了大排档。,3636
1578,以后叫某人骑辆单车送你去上班，绝对不迟到 __eou__ 不叫，他肯买单车给我就好咯。 __eou__ 那就你们分配，我看你们谁骑单车就好咯 __eou__ 啥？我现在只会骑单车耶。,6666
1579,哈哈哈哈哈我相信明年我一定可以脱单的！！ __eou__ 我给自己定个小目标:2019.12.31前脱单 __eou__ 哈哈哈哈哈哈哈那我就定个大三之内好了 __eou__ 我都打算好大学不了，怕失恋哈哈哈哈,1111
1580,非常不自信的表现 __eou__ 哈哈哈得了吧我无意挑起事端只是不想生活受影响而已 __eou__ 心如止水扮清静的小女子 __eou__ 让你说得我就差剃度出家了,3166
1581,地铁方便吗，有买卡吗？ __eou__ 地铁挺方便的，我们没买卡，好像十公里以内都是两块。基本都是两块的，好像就有一次是三块钱 __eou__ 你这个计划好棒，谢谢 __eou__ 不客气，有帮助就好,6626
1582,叶子都长出来了，能吃吗？有毒 __eou__ 当然，很嫩！发豆应该不见光的，我忍不住看了一次又一次，所以有点青。外面的都用添加剂，泡一天就能卖。 __eou__ 怎么做的？讲给我听 __eou__ 百度一下。要想豆芽不发青你得忍住不看，最好用黑布把器具罩起来。,6666
1583,曾经煮了次咖喱然后三天都吃咖喱 __eou__ 对！一大锅下来早咖喱中咖喱晚咖喱感觉自己都要变成咖喱了… __eou__ 哈哈哈早咖喱太残忍了点…就是午咖喱晚咖喱然后感觉整个人都散发着咖喱味 __eou__ 咖喱表示不服：我还能再战500年！哈哈其实还是挺好吃的又简单堪称懒人料理,6612
1584,感觉你来兰州后感慨颇多 __eou__ 哈哈哈是啊??主要干的劲大木??我都上火了 __eou__ 我可能呆的时间长变粗糙了，倒没有多大感觉 __eou__ 我天天早上鼻子里一擦淌血呢??倩姐嘴都烂了??我们两个都不行了 __eou__ 牛黄解毒丸赶紧吃上 __eou__ 我哈再加上荨麻疹木??哎活着真累,616363
1585,"感觉你的leave好多，话说你那么多巴塞罗那，看能不能换一个跟我一起飞那啊 __eou__ 今年所有的lv都用完了没了好好工作了我回去看下能不能换能的话当然一起飞啊 __eou__ 就是就是，这样可以一起去玩了 __eou__ 我给你那天的所有人发swap居然全部invalid __eou__ kao,我就知道我永远也别想跟朋友一起飞",66666
1586,在秀恩爱我打死你 __eou__ 你好像很不服？找你的小护士秀啊 __eou__ 我听不懂你在说啥 __eou__ 你在掩饰什么？ __eou__ 我还说单身汪啊,66666
1587,啊啊啊又有资源啦 __eou__ 一看你就没认真看这是前面 __eou__ 哈哈哈哈哈哈哈哈你这么一说我想起来了！！ __eou__ 希望他们复合不要虐我大叔了 __eou__ 对啊他天天处心积虑地想复合！而且他俩真的很配啊,16166
1588,一听声音就是个八块腹肌的直男 __eou__ 我特别喜欢这首歌 __eou__ ？比喜爱我的程度还高…？ __eou__ 最爱你最爱你,6262
1589,终于星期三到了，可是停电了，快疯掉了 __eou__ 太惨了吧你，不过我也很惨，我在宿舍没电视机只能明天在网上看。 __eou__ 同病相连啊，我现在只能等奇迹了，看不到会失眠的 __eou__ 你还有希望，我只能等明天看了。 __eou__ 今晚估计是没戏了，整个村子都没电估计是电线出了问题，要等后天了，明天下班那两集就开始了,33333
1590,我在控制自己少吃饭 __eou__ 很棒哦，不过工作量大还是要注意营养的 __eou__ 看到自己的体重瑟瑟发抖，哈哈哈 __eou__ 哈哈那是要少吃多动了,6211
1591,半月板损伤是不可逆的，因为毛细血管少，自我修复能力差，撕裂了尽量缝合不要切除，早日康复！ __eou__ 我也半月板损伤2度，韧带考虑性撕裂，还能上篮球场吗 __eou__ 普通人最好还是养好了，再打球 __eou__ 养了两年了。还没好,6663
1592,你成网红了老铁 __eou__ 哈哈，应该是第二次被官博翻牌 __eou__ 请让我当你经纪人 __eou__ 是我花钱请你才对吧,2166
1593,哇哇，好似5错诶！ __eou__ 哈哈～我也是个会煮饭的人了 __eou__ 下次煮比我地食咧，嘻嘻~ __eou__ 好啊～我嫁个日啦就,1111
1594,理论不是先要考掉的阿 __eou__ 现在全部考完还要再考一次理论！乱变态！ __eou__ 好啊好啊，省的大街上全是杀手横行 __eou__ 放心放心马上又有个杀手放出来了~,6666
1595,我哥这一面简直有爱 __eou__ 哈哈哈哈！爱他的猫爱得不得了！ __eou__ 爱你多一点还是爱猫多一点 __eou__ 哈哈哈…那肯定是我了…这点自信我还是有的！,2161
1596,诶！又医不好，这样反复折磨他有什么意义？不可以给他来个痛快吗 __eou__ 那么安乐死你可以去死啊 __eou__ 那你们是什么？专门来折磨孩子的地狱使者？ __eou__ 做人要盖棺定论，不要在那唾沫横飞的高高在上，谁也不知道自己下一步会怎么样,3555
1597,哈哈哈哈哈！我每天在思考，暑假去哪玩，暑假吃什么，现在有什么好吃的，能外卖送到学校的那种！ __eou__ 外卖能双手送到床上的那种 __eou__ 对对对！！就是要这样！可是我现在还在上课！！！ __eou__ 报告老师这里有个人不好好上课做不成共产主义接班人 __eou__ 报告老师，这里有一个坏人诱导我不要好好当社会主义接班人,16166
1598,觉得温酿很好叫啊w我的输入的都已经记住了w __eou__ 那叫【温酿】也可以啦不过觉得新id听起来成熟一点可以叫很多年hhhh __eou__ 好的呢一时改不了口 __eou__ 没关系叫哪个都行嘿嘿嘿,6161
1599,快乐！！！！等你回来！！！ __eou__ 我已经肥来啦！！ __eou__ 你放假了吗！我肥来后我们约！ __eou__ 好！！！你啥时候肥来！！,1111
1600,毕竟蛋妞的亚洲基因就不明显，社长一看就是东北汉子。干哈啊，不服气是吧，不服气你揍我把 __eou__ 舍长会咬你的 __eou__ 行！脖子还是手，只要社长说一，我绝对说二！ __eou__ 舍长和你么么哒,6666
1601,这是秘密！！！ __eou__ 这已经不是秘密咯，哈哈。来，封口费 __eou__ 那不是我啦，哈哈哈。 __eou__ 有那么巧呢？,6116
1602,所以是很好用了？ __eou__ 真好用啊！虽然不能跟7比，跟6p比可能手表还快呢！ __eou__ 我也在想要不要搞一台用用，不过要是还没有想到必要的使用场景… __eou__ 买啊！买了就有了！真好用！ __eou__ 好，听你的下单一台…我真是耳根子软 __eou__ 买啊买啊，不后悔的,626266
1603,光棍节快乐不起来了 __eou__ 做一个快乐的光棍好吗。 __eou__ 没钱的光棍怎么会快乐 __eou__ 出去挣去，年轻怕什么。,3636
1604,还有一群老爷们骂猪队友，个个在我后面对方三个杀我，每一个人管，等我把他们打到半血再冲出来 __eou__ 哈哈哈，如果是刺客可以理解，如果是别的英雄这样就不讲理了对吧 __eou__ 我安琪拉还有让我挡大的，动不动威胁举报的 __eou__ 哈哈，哈哈，就有这种人，你说老爷们都没我玩的好，我感觉那是真坑,5151
1605,貌似今天下午在六村见到你了提着行李准备坐车呢 __eou__ 啊？那应该是我。哈哈 __eou__ 嗯矿医后门那看着像 __eou__ 嗯，应该是我。哈哈,6161
1606,没有胡莱三国2好玩卡成狗 __eou__ 只玩胡莱三国2，自私的说句军师手游和涛没关系，我看都不看 __eou__ 里面有涛的配音，我只玩一次，后来就没玩了，不好玩我觉得 __eou__ 胡莱三国2涛代言的，我天天玩，其他游戏都不玩也不看，我之前是不玩游戏的人,6666
1607,看来你不喜欢我了 __eou__ 从我认识你你都没有年轻过啊 __eou__ 所以你一直喜欢我 __eou__ 你是我最喜欢的儿子！,3612
1608,你居然敢摸黄鳝，好可怕啊啊啊啊啊有毒！ __eou__ 宝器球球，为了好吃的东西哈哈 __eou__ 你自己杀的黄鳝？自己把它们肠子弄出来的？ __eou__ 怎么可能，买的时候就叫卖的人杀好了撒,4166
1609,那你怎么越追越小了，你这完全没机会了啊 __eou__ 年下不可以吗谁说完全没机会的 __eou__ 你怎么知道他会喜欢比他大的 __eou__ 哼那我不管我喜欢就好了,6666
1610,爱吃的东西都一样么？？？！！！！ __eou__ 么么哒。你也喜欢吃。 __eou__ 鸭脖子鸭锁骨肉夹馍啥啥的，爱吃呢 __eou__ 哈哈哈。我也是嗷嗷。忍不住了。好想吃,6121
1611,怎么啦，不是爱情么，怎么又成友情啦 __eou__ 哎！我以为在大学里面可是找到真正的朋友，可是现在才发现友情也会因为相处时变短而改变…我表示无奈啊 __eou__ 大学本就是这样的，放宽心就好了 __eou__ 哎！大学情浅，很多时候朋友只是孤单时欠个人陪,6363
1612,啥事啊咋了乖 __eou__ 只是怕自己被世界抛弃 __eou__ 世界辣么多人不会故意抛弃谁的只要自己不抛弃世界 __eou__ 哈哈简言之世界根本忙得顾不上我是吧,6461
1613,拿什么感谢你！！我马上回家了，到家你再教我噢～ __eou__ 你还需要下载一个5g大的原版游戏哼哼我可是下了一天 __eou__ 那我今天又玩不上了… __eou__ 你就知足吧这么复杂你找别人谁理你啊前前后后下了10多g的文件还要测试切快膜拜我,2636
1614,这是你们办公室吗？看起来不错啊 __eou__ 不是呗临时来的一个酒店 __eou__ 我说呢，好喜欢你这种风格的衣服，可惜我穿不出效果来 __eou__ 哈哈你可以的先减肥吧,2621
1615,姐姐，你想多了，还有你以前艾特过我吗 __eou__ 后妈你还看不上是吧 __eou__ 你看你激动的，淡定！ __eou__ 到现在还没来，是不是你给人家报信了 __eou__ 擦，他都不知道老娘是谁，毛线啊！,66666
1616,你应该能赢，毕竟我国钟偶巴球类都不咋滴 __eou__ 你欧巴足球还是不错的，被rm忽悠了吧你 __eou__ 我知道偶巴棒球不行 __eou__ 你说你欧巴啥球都不行我就想bb两句 __eou__ rm里也没发挥好,66666
1617,感觉妳已经喜欢上我们家小清清了呢！ __eou__ 表示尊重，也算是看吃货姑娘痴心一片的份上。 __eou__ 有时喜欢是自己不明所以的。还是谢谢妳可爱的美人鱼小姐！ __eou__ 谢谢你的理解；我的尊重里当然也包含喜欢的，只是可能和你们的喜欢不一样。 __eou__ 知道喜欢但不癡迷。我也不算癡迷，因为多年了变成细水长流了，不过还是一如既往的喜爱啊！ __eou__ 是滴呀，港台来讲，一个秋官，一个费叔叔都挺喜欢的，从小就是看他们的剧集和节目长大，很亲切啊。,262121
1618,（手动难过）看起来好好吃的样子 __eou__ 手动难过是什么鬼 __eou__ 翻了一圈没找到难过的表情只看到了感觉这个不搭来着 __eou__ 手动难过一般人想不到。你也是够了。王子。 __eou__ 请叫我万能小王子,26661
1619,你过得这么不好，也不回头看我吗？ __eou__ 我都过的这么不好了你也就别等我了，一个人好好的，向前走吧 __eou__ 可是我还爱啊 __eou__ 乖，再爱，也别回头了，别再重蹈复辙了，一个人好好的，也许有天真正的那个他，回去你身边，代替我的 __eou__ 那你好好过吧。别再让我听到你过得不好的消息了。 __eou__ 好的，我会越来越好的，你也要哟 __eou__ 哈哈哈哈哈哈，谢谢你陪我聊这么长。其实我已经放下了。我过得满好的。 __eou__ 嘿嘿，其实我和你一样，也有点放不下一个人，不过，我现在也很好了，希望，我们都好好的吧 __eou__ 其实只是在心里。但是理智不会让自己回头的。能分开就已经明白了。,666622116
1620,这边上的好多肉怎么是红的啊 __eou__ 颜色随着温差和日照一年四季发生变化，这就是多肉植物的真正魅力啊~ __eou__ 哈哈，好神奇，等我稳定了也搞点好多肉种下 __eou__ 恩，想养就春天开始，夏天别入肉坑，会死伤惨重,6216
1621,在陈宇新朋友圈看到你求婚的照片，恭喜你喔～祝你们幸福啊～ __eou__ 哈哈哈哈哈哈，我记得你哎，谢谢你啦，多得陈宇新帮手，求婚顺利进行啊，多谢你啊 __eou__ 嘿嘿，记得我就好～哈哈，看到照片有点小感动，我现在经常往深圳跑、有机会叫上陈宇新聚一聚哇～白头到老～ __eou__ ok~谢谢你啊~没问题啊！！去「降」门玩,2111
1622,我是馀淮入坑 __eou__ 完全是因为小哥哥的演技粉上的哈哈哈好骄傲刘昊然的演技 __eou__ 哈哈是的演技也超好 __eou__ 演技好是最赞的嘿嘿嘿,6222
1623,这部比较早嘛，之前看剪刀手的时候，那个小年轻也不像是杰克，哈哈 __eou__ 我觉得加勒比海盗是颠复了我对它的印象啊 __eou__ 哈哈，去看理发师陶德 __eou__ 下了还没看，不过其实不太喜欢那种音乐剧式的电影,1616
1624,"因为她很高,跳得也很高啊!哈哈~ __eou__ 有关系的？！确实是个美女啊 __eou__ 有啊!长得高的一般都漂亮! __eou__ 你是想说自己啊？",1226
1625,用你的优势把他挖过来，再甩了他 __eou__ 哇靠，珊姐这么黄这么暴力 __eou__ 我是安慰你的，还说我 __eou__ 我也是夸奖你，有进步,6662
1626,咋病？感冒了？ __eou__ 诺x病毒。拉肚子胃胀发烧。你几时回潮州？ __eou__ 我和大伯一起回，你们呢，我发信息给512，他不鸟我。 __eou__ 他说回你啦，我们周六走吧,6366
1627,一直干粮和湿粮一起给英国斗牛，想问张医生不配合干粮英国斗牛一天需要吃多少？几顿？ __eou__ 每天一餐，500克全犬期足够。 __eou__ 现在五个月开始每天吃一顿？会不会影响发育？ __eou__ 那要分两次喂，到十个月每天一餐。 __eou__ 您的意思就是一包分早晚两顿就可以满足了对吧？三口 __eou__ 是的，如果不够再加点米饭或者淡馒头。,666666
1628,我喜欢老三，因为我觉得那个金咤很帅 __eou__ 金咤是仙女女婿团里的颜值担当 __eou__ 对不过二女婿五女婿也不错 __eou__ 咳咳，我们目光出奇的一致,2221
1629,那到底咋办了鞋我去年也吃个亏憋气 __eou__ 淘宝有个维权平台，成功交易后15内有售后问题可以提出申诉，已经提交了证据上去申诉了，现在只能等结果了 __eou__ 我不会，贝爹弄，有没有时间，就是让人欺负的手儿！ __eou__ 你别总是嫌弃人了哈,3636
1630,形势有这样严峻吗？ __eou__ 是啊!现在已经好了。 __eou__ 我表妹掉头发很严重，明天把你的办法给她介绍下。你给说下起关键作用的东西呗！ __eou__ 当然是我妈的妙手回春。,6666
1631,鹿晗在电视上好，私下人怎么样谁知道笑了。 __eou__ 你偶像连在电视上都这么横，私下更不知道怎样。你甩衣服你有理哦。 __eou__ 没见过就不要加以评论 __eou__ 你连私下都没见过鹿晗，凭啥这么说他？至少我们视频上见过了摔衣服的你恺,5555
1632,为啥你俩老一起去看电影呢，给你说昂，我不同意 __eou__ 我俩为啥不能看电影了？有本事你回来啊 __eou__ 切，不稀罕，你就跟特混吧，只要不混一起就行了 __eou__ 你别介呀，我不同意，他头那么大,6666
1633,原来这就是史铁生曾经待过的地坛 __eou__ 思考人生的好地方～ __eou__ 希望有一天我也可以去看一看地坛 __eou__ 嗯嗯，来吧，值得一去～ __eou__ 嗯嗯，早点休息吧,62611
1634,感觉现在比skins时期帅多了 __eou__ 可能是当时的尼子给我的震撼太深了都帅 __eou__ 大概是彼时我的注意力都被maxxie的金发吸引了哈哈 __eou__ 哈哈懂的懂的！不过后来感觉没怎么见过maxxie小哥了orz __eou__ 后来他烫了泡面头flop入淋逼了，没有及早看到你尼的大好前途是我瞎了 __eou__ 这个故事告诉我们要红别烫头发【x但可以猛掉头发像尼子一样【我才不是黑 __eou__ 其实说白了还是看脸，颜值略高靠头发加分，颜值足够高的秃了也无所谓 __eou__ 哎呀老说啥大实话,22116661
1635,哇靠，你怎么过个两天就有朋友生日啊 __eou__ 对啊，因为她们生日大多集中在9月，10月 __eou__ 我生日也马上到了咧 __eou__ 呵呵，你自己不是说过了吗,6666
1636,支付宝利国利民，人民拥护的，他们就反对，这是为人民服务么？触动了既得利益者的蛋糕 __eou__ 你用支付宝给微信账户打一分钱试试，别过银行，通的了算我输 __eou__ 只能说贫穷限制了你的想象力，微信支付宝都有钱 __eou__ 有钱有用么，基本的互通都做不到还号称要颠复金融界,5555
1637,画的满分，字及格 __eou__ 多少年不写字了都快忘了字怎么写了 __eou__ 上面宝盖头，下面一个子，嘻嘻还行啦，画的很好看 __eou__ 我觉得能看清就好讨厌的很,6626
1638,之前还看到了一个别的博主说防晒最好是拍涂在脸上，不要涂抹式，忘了原理了 __eou__ 具体什么方法其实没那么讲究，重点是擦均匀，拍在脸上可以避免搓泥，因为和手法有很大关系。 __eou__ 是这样啊，那我觉得是不是涂防晒之前还要再等护肤品吸收了再涂不然把护肤品也蹭坏了吸收不好 __eou__ 当然是的呀主要是也会影响防晒霜的效果,6666
1639,哈哈哈哈好多成语语文真棒真有文化loveu __eou__ 毕竟你是我初恋哈哈哈哈哈好想po你皂片 __eou__ no作为初恋皂片应该珍藏在你的记忆里 __eou__ 你都不给我看你新的皂片你已经不爱我了,2163
1640,妹子晚上出现的挺早的嘛去哪里溜达了 __eou__ 刚下班一会儿，和朋友一起东北菜馆吃饭呢 __eou__ 妹子俺去吃饭了吃饱了才有力气打字和你们大战三百回合 __eou__ 好的哥哥用餐愉快！,6662
1641,蛋包饭嘛？要呲要呲 __eou__ 你喜欢吃蛋包饭吗 __eou__ 喜欢！不过能不能把番茄酱去掉，换成辣椒酱也行 __eou__ ok，你喜欢就换,6622
1642,为什么俄罗斯会像乌克兰派兵呢？是要打乌克兰还是为了防止欧盟？我最近没有关注乌克兰这新闻些 __eou__ 他们在乌克兰有军事基地，最近乌克兰动乱，他们可能要自保，也可能会出兵干涉，毕竟是传统势利范围。 __eou__ 我还以为是上次那个什么乌克兰要加入欧盟，然后京哥不高兴了要开打了…如果这样京哥就太锤子了… __eou__ 没有，好像乌克兰地方政府也有请求俄罗斯出兵，俄罗斯自己也想加入欧盟，人家不要他。,6666
1643,不存在的还是放弃吧太困难了高考加油！ __eou__ 愿我合上笔盖的一刻，有战士收刀入鞘的心情！ __eou__ 看多了这种垃圾矫情标语作文会被吓得写不好 __eou__ 哈哈哈哈哈哈哈怎么了！愿你出走半生，归来仍是少年！！,2251
1644,请不要叫我老污婆老司机我连吻都不会写你这样说，会很容易失去我 __eou__ 我都不想和你这个老污婆说话给你扔只狗 __eou__ 我拒绝你的狗 __eou__ 它在你手上爆炸了,6666
1645,我最近运气也不好 __eou__ 半夜不睡，是在思考好运去哪里了么 __eou__ 要是能思考出来，我就不去搞学术了，坐下来闭关五六天，好好思考下 __eou__ 哈哈哈，论搞学术的最高境界 __eou__ 学术搞不动了，只求能毕业 __eou__ 能顺利毕业的，学弟加油～,363132
1646,平平的岂不是很没有意思 __eou__ 不平的快要折腾死我了 __eou__ 给你看个答案，乐呵乐呵o作为一个有理想的程序员，必读的书都有哪些？ __eou__ 我觉得我觉得我已经直接到你们的第四阶段了 __eou__ 前辈，大佬，好好修炼，以后多多关照 __eou__ 行行行，以后我带着你，你带着钱，浪浪浪,636621
1647,终于拿到啦，祝一切顺利哈！在伦敦真是太让人羡慕嫉妒恨了 __eou__ 谢谢！！伦敦真的特别棒 __eou__ 替我去lse门口打个卡，太想念了 __eou__ 哈哈哈哈哈我就在lse对面啦天天打卡,2161
1648,赤果果的被我们忽略拉 __eou__ 哎??????你们老师太水了~怎么能忘记如此重要的实验三呢！ __eou__ 是对你们高要求好伐！！ __eou__ 哎???我无奈了~,6663
1649,梅网红，快带我飞 __eou__ 有颗想红的心，但没有能红的脸 __eou__ 在我眼里你已经是个魅力四射的梅网红了笔芯biubiu __eou__ 啦啦啦，开心的飞起来,6321
1650,咖啡厅…钢琴…安静…缱绻…verynice！ __eou__ 哈哈哈哈哈哈哈哈哈哈哈咖啡厅我喜欢钢琴也喜欢安静更喜欢 __eou__ 我多了解你…其实…我也很向往… __eou__ 我就是不爱热闹的人，喜欢安静，这些都符合。,2122
1651,天天晒自己照片，真觉得自己是明星啊，你觉得自己可好看么？不过一张老脸，真受不了，哪来的那么大自信！ __eou__ 怎么就看见你在这装b呢？你是被虐狂 __eou__ 请问，你哪根葱啊？我说你了？还是说你家人了？说你家人你是不是都没那么激动啊？ __eou__ 说归说，我没骂你家人，你这样我也会骂人的。 __eou__ 大哥，我哪点骂人说脏话了？我没鄙视他老，我是鄙视他行为不正常，我哪样了？哪样了？,55555
1652,和他是老乡校友小学初中高中都是一个挺喜欢他的 __eou__ 啊啊啊啊！你那么溜我去那陈晓认识你！！ __eou__ 不认识！我比他低了好几届 __eou__ 那你也很溜啊缘分呐 __eou__ 然而一次面都没见过,26626
1653,你啊败家娘们这是学某个东北银的话噢 __eou__ 太败家了以后就带10块钱出门！ __eou__ 来回公交费就够多了你还要怎样 __eou__ 打车起步12所以带10快就不够了就打不了了 __eou__ 不是只能坐公交么你想哪里去了,66666
1654,大连，经济最发达的区，1800一个月租个酒店式公寓30平左右，上班步行7分钟 __eou__ 大连那个地方夏天真的太好了，去一次还想再去 __eou__ 今年夏天不行热懵了… __eou__ 晚上在星海广场吹吹海风简直不要太安逸，完了在吃个海鲜烧烤，美滋滋,6252
1655,我觉得这篇写的一般，有点虎头蛇尾，剧情也有点扯，当初追到完结就再也没想要看第二遍的欲望。 __eou__ 是吗我看开头就上h好带感就打算接着看了哈哈结果看完别人的扫文剧透就又没兴趣看了 __eou__ 淮上永远是插叙，最精彩的放在开头！ __eou__ 哈哈我之前好像只看过提到提灯看刺刀,5121
1656,倒数第二张一看就是不可能以我对你多年的认识 __eou__ 不我的腿就是有辣么长~而且横叉这种小case哼 __eou__ 哈哈哈哈哈哈哈哈哈，年度最搞笑的笑话 __eou__ 不和你理论??太过无知,6615
1657,评论太多工作忙，不能一一回复每一个友友，请大家原谅 __eou__ 我用另一个号给您发了一个红包，一点心意，你看着给他们随便买点什么吧 __eou__ 谢谢您，我不收红包也不接受任何捐助的 __eou__ 看了那么多贫穷的人真是酸酸的,6663
1658,其实吧，我在关注，但是杂没搜到呢 __eou__ 还是不要看了，胖的不得了 __eou__ 刚看完，小妹儿凶哦，关于娱乐那块，我简直崇拜你了，因为我一个都不知道，哈哈 __eou__ 夸的我不好意思咯~哈哈哈哈哈~,6611
1659,跟俺老表样（李晴），拍个证件照打扮类那件一个正式，拍出来，都神了 __eou__ 好不容易能控制一下证件照的样子 __eou__ 回头你问她要一下那证件照看看，挺贵的照得就si不一样，回头也让我们看看你的。 __eou__ 我是找的儿童摄影的朋友给拍，拍出来萌萌哒 __eou__ 长得就萌萌得啊～越来越可爱了你，哈哈。,66622
1660,指甲是你自己修的吗！！！！！！好神奇！！！！ __eou__ 对都是我自己弄的哈哈哈 __eou__ 怎么修的哇！你好厉害！ __eou__ 其实就是平着剪然后稍微修一修就好啦！,2121
1661,对我手把手教的 __eou__ ？？？？？？？你有我一半温柔？ __eou__ 我不温柔我可以教你啊嘻嘻 __eou__ 我再说一次尤长靖最棒,6612
1662,下次想和你们一起吃吃喝喝 __eou__ 好哒，约起来吧！减肥神马的都去死 __eou__ 哈哈哈，我要增肥，1111约 __eou__ 增肥走开！！！,1115
1663,哎哟喂！便宜你小黑了，跟我们倩大牌约见… __eou__ 这不是依你说的…很快的就去找她了哈哈 __eou__ 自己想见就说自己想见的，还非拉上个垫背的 __eou__ 我肯定想见呀你还不懂我吗但是还是要和你说一下见到了哈哈哈哈哈哈哈哈 __eou__ 你这是在气我，我自己都没见到 __eou__ 哈哈哈哈气着你我就满足了哈哈哈哈哈哈哈倩倩还是那个倩倩,616161
