indexNo,text,sentiment
3645,对的呢哈哈哈！！！,0
3646,水军真几把多，广告就是广告，跟广告主又没有名气有什么关系？,4
3647,不是水军的回复你一下,4
3648,哦，那你牛逼咯,4
3649,看了你的评论，不要得谁咬谁，戾气太重不好,4
3650,说好的24号左右你这就回去啦？,5
3651,哈哈，刚好有车回去就调休几天先走一步啦,0
3652,骗子啊骗子我也想回家,2
3653,快回来快回来~路上真的要注意保暖,0
3654,第一个看起很棒噢???下次可以学学,1
3655,那个真的超好吃！加油看好你哦,1
3656,哈哈??肉酱土豆泥也很好吃的??也简单呢~,1
3657,哇哦看来你厨艺不错哦,1
3658,一般一般??青义第三,0
3659,不错的下午茶时光嘛,5
3660,其实吧，味道真得凑合，就是太累了，必须歇歇！,5
3661,寂寞的嘴巴，需要犒劳~,5
3662,非常需要，我寂寞大发了，嘴就没闲着！,5
3663,真的假的，呵呵，你也看？伪的吧，看这个要睡着的,4
3664,伪的怎么了，伪就不能看了，这叫世界杯，世界都可以看，好吗，,4
3665,切，我又没说不能看！你怎么抓不住重点！我就说这是个假象，不行吗！,4
3666,假象，你那点看出来的，你通过你自己主观的判断就知道，你又了解别人多少，真的是，,4
3667,那你又了解我多少，你凭什么来说我,4
3668,清明时节晚上在路边可以给孤魂野鬼烧纸吗？有没有什么讲究？,5
3669,你这是给自己找事么？,5
3670,给孤魂野鬼烧纸不是为他们好吗？他们还要纠缠报复我？,5
3671,会有更多没拿到的跟着你纠缠你，不信问鬼鬼,5
3672,鬼鬼不理我啊也不知道该听谁的,5
3673,我也爱你，清新文艺的小妞，已经想你好久了…,1
3674,记到来看我哈！我都不一定要来你们那里老。,0
3675,过几天我就要回简阳了，到时候你就吃不成我屋头的火锅了哈，你自己看着办,5
3676,我真的最近都莫法呀！以后有机会滴木有关系,5
3677,不要啦！我们会对比着看哒,5
3678,因为书是有着作权的，我拿来翻译本身就是不好的事情，所以后期就干脆没有翻译了,5
3679,也对哦！不过还是感谢你之前辛苦地翻译，每张我都有存,1
3680,谢谢啦我每篇都有看到你点赞的,1
3681,真心觉得粉教主挺累的,2
3682,像脱粉了感觉已经没信心了,2
3683,他真的资源越来越莫名其妙反而他媳妇资源越来越好,2
3684,如果说资源确实没了，那也是自己前几年年年烂片作的,2
3685,秀恩爱+秀美食,0
3686,这都半年前了！而且是和dsj!,5
3687,那也是秀过！,5
3688,说得好有道理！你是天天秀美食好么！,5
3689,所以还需要再躺着么？,5
3690,医生建议控制我和宝宝的体重，开了点药。躺不躺不是决定因素，但是我确实是先天异常，目前除了动态观察，不敢轻举妄动啊,5
3691,嗯嗯，少食多餐，营养均衡，加油,0
3692,好哒！加油加油！,0
3693,<--单身友人,5
3694,你丫是想解救我们组里的姑娘么？先请我吃饭！,0
3695,我显然也是亟待被解救的啊！不过搓饭这主意不赖啊，你五一啥计划？,5
3696,初定有一天要唱k叫上你吧和我们学校几位估计你见过都,5
3697,我也有那盘nars，拆了之后都没有用几次，哎哎哎,2
3698,哈哈哈我觉得这盘看起来好漂亮啊～一直舍不得破了它！你觉得用起来怎么样～,1
3699,我觉得湿用起来真的显色度狂高，而且一点也不脱妆。（我就在刷子上喷点macfix＋）,1
3700,哦哦！好帅！我还没湿用过眼影诶！下次试试！,1
3701,我也不喜欢她，唱得做作死了,4
3702,就是！太花哨了。太做作！朴实点好。假装high~,4
3703,拧着劲的感觉，我喜欢自然慵懒的,4
3704,对对，我也是。昨晚睡觉前看的，也太不利于我睡眠了！,4
3705,没事，生完瘦的很快，我那会生的时候130，一个月左右大概就110多，现在105了,5
3706,那你怀孕总共才胖了不到三十斤吧，我六个月不到已经长了20斤了,5
3707,我长了25斤，就是后期长得比较厉害，现在刚好是孕前的体重，你可能要稍微控制一下了,5
3708,后期是七八个月开始嘛，长了多少？,5
3709,对的七八个月后长得很快，我大概最后两个月长了有十二三斤,5
3710,确实不错，感觉你们给了年轻人很多的动力，从草根到明星不是不可能的，二零四论坛敬上,1
3711,凤凰2004年参加过cctv青年歌手赛并且获得第七名，不知道你理解的草根是什么？,4
3712,97年前在鄂尔多斯艺校时，是这样吗？她的前面几批毕业生，相信比她好，出道早的都没成名，不是草根是什么？,4
3713,呵呵…找你说…像李宇春那些超女什么的都不是吗？都来自民间，人人平等,4
3714,好温馨的窝啊！这小孩儿是貂蝉嘛？,1
3715,是滴是滴貂蝉臭小孩是也,4
3716,感觉很有灵气，肯定特招人喜欢！,1
3717,闹腾起来特让人头疼,4
3718,怎么走丢的？！？不是一直都在家吗！！,2
3719,不知道是不是被偷了菠爷从来不出门的，最多走到院子里,2
3720,那估计是被人引诱走的丢了多长时间了？,2
3721,昨天早上不见的，昨天没上班找了一天,2
3722,看完了太好玩,1
3723,我也刚看完，断网的我立马去充了流量包,1
3724,本来准备早睡的结果停不下来,1
3725,太有毒了，明天等有空就把视频cut出来,1
3726,好大颗，想想以后好多葵瓜子,1
3727,喜欢吃啥味的？,5
3728,就是清炒的，技术好炒得可香啦。,1
3729,我喜欢吃奶油味的或者红糖味的,1
3730,还是比我矮喔,5
3731,不要脸一点我可以自称175了,5
3732,你为什么不要脸，你不要我要,5
3733,都是你的，威少要不要,5
3734,芬达的赶脚，好洋气,1
3735,学校好多免费的东西文化衫啊午餐啊冰淇淋啊蛋糕啊水杯啊饮料啊只可惜我总是可以完美错过,2
3736,简直棒呆了，那每天都还是有可能收获到惊喜的，就好开心啦,0
3737,是的比如有天去参加bbq排队以为自己去烧烤结果就是直接拿盘子接吃的,2
3738,好多我中意的餐具呀这句话的原文分享我看过～吃很多顿饭～哈哈～论餐桌教育的重要性～,0
3739,你不是每天都来看嘛不过只是把每天的照片凑了九张而已,5
3740,集合了下就觉得好壮观！,1
3741,我自己也发现。我就随手找了几张。,5
3742,大人生日快乐，未能登门祝寿，还请见谅,1
3743,太晚了，我已经和你友尽了,5
3744,蹭帝也去上海玩了，你现在在上海撒？,5
3745,恩，我刚到，他真来了啊？那你什么时候来啊？,5
3746,感觉小番茄是个大学霸自主招生都敢去，666，加油吧,1
3747,我真的很菜的只是机缘巧合，我刚刚好到面试资格线那里还不懂能不能去面试,3
3748,那也很厉害啊，我连重点线都悬,1
3749,我怕是去面试一轮游的,3
3750,不会的，小番茄超厉害的,1
3751,对我来说可真是及时雨啊！谢谢你的分享,1
3752,是真心觉得好用，也是用了好久下来的心得才敢拿出来分享,0
3753,其实作为有一定粉丝量的博主做这样的分享很不容易，但真爱粉一定理解这份心情,1
3754,其实也当是分享和交流，每个主妇都有自己的一套生活经,5
3755,字真好看！！！,1
3756,正在看你评论的时候被老师提问了,5
3757,看来我连接了一股你和老师之间神奇的吸引力,5
3758,厉害了我的哥哈哈哈哈,0
3759,我喜欢你身后的那片海！,1
3760,我也喜欢，那你都不喜欢我咩？,1
3761,我好奇你跳起来是怎么拍的哈！,0
3762,我姐给拍的，苹果的反应比较快～还有单反拍出来的到时候再传咯～,0
3763,我之前新号9胜黄金3,5
3764,双排的分低吗感觉九胜怎么都有白金五了,5
3765,没有我单排的我也不知道为啥而且战绩都挺好的,5
3766,或许这就是非酋吧,2
3767,经过昨天的暴雨，依然在羞涩,5
3768,还在害羞阿，不会是跪了吧,5
3769,我妈昨天小心翼翼保护她来着～所以羞涩了一晚上～,5
3770,多么重要意义的，快转发这个含羞草,5
3771,没事给我妈献殷勤，非奸即盗！你要干嘛,5
3772,我也看过??好感人,1
3773,唉。看完太失落了。坏人都没有得到应有的惩罚。,2
3774,韩国好多电影都没有结局…坏人都抓不到…,2
3775,我觉得应该把那个警察局长还有律师抓起来啊！！结果不光他们没事，她爸爸还死了,2
3776,你居然还喝这破玩意,4
3777,买水，冰柜看到就买了就后悔了,2
3778,怪我，忘跟你分享这方面的了,5
3779,一步小心，以后还是不要勇于尝试,5
3780,因为手帐认识觉得这个女孩也太可爱了也很喜欢你分享的日常超喜欢,1
3781,我对你真子的头像一直印象深刻的哦！！！,1
3782,哇！！超开心！！！因为我很喜欢这部所以用了很久,1
3783,这部好燃，bgm也超好听！！！,1
3784,是！！非常喜欢！画风剧情笑点都喜欢,1
3785,南京的有点歌。现在点歌环节恢复了。可是感觉你的好远啊。哈哈哈,0
3786,哈哈哈哈没办法随机的能买到票就已经知足了,0
3787,哈哈哈，我刚看完南京的，后遗症来了。,0
3788,什么后遗症啊哈哈传授传授,5
3789,总是看拍的照片和录的视频，总觉得自己还要接着看演唱会,5
3790,你肯定是和乌龟去的不要解释,5
3791,你凭啥子肯定的？,5
3792,你一天花花肠子骗倒我就觉得开心了,5
3793,真的不是，是别人！,5
3794,我妈买了瓶薰衣草香薰精油放我床边，只要我没事不出门在家的话每天清醒的时间不超过六小时你值得拥有,5
3795,哈哈哈哈哈是要买加湿器嘛还是直接把精油放床边,0
3796,一个瓶子插几根棍子的那种，买个加湿器效果可能会更好，直接可以冬眠了,5
3797,好，等我休息我就去买，听起来很心动,0
3798,大杨你已经瘦了这么多了？？？,5
3799,？？？从哪看出来瘦了？？？我胖了,5
3800,我看你脚踝的骨头都呢么明显了！,5
3801,原来就很明显胖到这个骨头看不出得要三百斤吧,5
3802,那也没有必要来回碾压吧?,4
3803,嗯我也觉得没有必要我说了方式不妥血腥残暴,4
3804,现在说校方不好的大多数都是觉得太残忍了,4
3805,我也觉得但确实对校方来说学生安全最重要可以更科学的管理校园里的流浪狗,5
3806,没有人pick李俊毅吗,5
3807,有有有我一个小伙伴pick他哈哈哈哈哈,0
3808,大舅是我心中永远的one,1
3809,除了长相实力真滴很优秀了,1
3810,怎么了好八卦超想知道,5
3811,专四不仅过了还上了七十哈哈哈哈而且今天是我们在一起一周年～～～,0
3812,哇哇哇哇这么棒的么一周年快乐干巴爹,0
3813,谢谢谢谢～～～～,0
3814,看上去像学习好的同学,1
3815,眼力好啊??学习是很好,0
3816,再眼力表现一下，你一看就是人缘特好的,1
3817,呵呵??还行??要分人滴,0
3818,乐视与中国平安，两选一个，附加格力,5
3819,乐视不是完了吗？,5
3820,说明你还是聪明的，知道乐视不能投,1
3821,今天差点进格力了，格力要不要紧？,5
3822,格力可以啊，我手上的格力都两年了，打算拿十年八年，你玩短线我就不知道了，长线没毛病,1
3823,请问，多钱时候入手你觉得好？贸易战会不会有影响？,5
3824,呀？顿悟了？,5
3825,前几天就顿悟了成吗,5
3826,就这一天两天的，有啥可狡辩的,5
3827,好了我就不跟你较这一天两天的真了,5
3828,我最喜欢吃鸡,1
3829,那你喜欢我嘛,1
3830,喜欢，煮了喝汤更喜欢,1
3831,我不欢喜你了,4
3832,可是我很欢喜你,1
3833,幸福ing还能过教师节,1
3834,只想说走的好累,2
3835,哈哈，今天步数指定多,0
3836,也就指望明天能量多点了,5
3837,那我就不偷你的了,0
3838,荣耀4x，快两年了，等我有钱就就去买p10,5
3839,我也是，不过坐等荣耀9,5
3840,哈哈，我起码得等毕业找到工作包里有点钱的时候买。,0
3841,是啊，因为是学生党没钱所以不考虑华为的旗舰机，买更便宜的荣耀旗舰,5
3842,东北人还好说，所有河南人都是打心眼里的贼,4
3843,不能这么说啊，只是有一小部分人做事情不经大脑思考。,4
3844,不不不河南人的问题是太经过大脑了，而且过于自私,4
3845,自私的人很多，哪个人没私心呢，你说是不是？,4
3846,你懂什么叫过于自私吗,4
3847,历史永远留在我们中国人的心中！,5
3848,理性思考问题，地震把日本毁灭觉得很能耐吗？,4
3849,照你这么说我应该忘记国耻！做一个走狗？？？？？？？？？？,4
3850,否，是明理是非，地震震了日本不是真本事。,4
3851,你是属于别人打了你一巴掌！后来给你一颗糖吃！你就忘了巴掌的痛！记得糖的甜,4
3852,一觉睡到现在怎么办突然觉得整个好孤单,2
3853,孤单都是会有的，你要明白很多时候你是一个人想开了就好了,2
3854,不是想不开就是那一刹那的感觉,2
3855,恩都会有的啦,0
3856,又一男生被你糟蹋了,4
3857,当初就是没有把你糟蹋了！,4
3858,我已不知道有多少个夜晚被你蹂蹑，妈的，每次都半夜来干我,4
3859,我发觉我巨亏！,4
3860,想到和你那些肮脏的夜晚，我经常想到了自杀,4
3861,"改了名,差点不知道是谁咯",5
3862,哈哈。我现在才反应过来你说的。对呀，前面是谐音,0
3863,咋们回学校喝胡萝卜汁哈,0
3864,哈哈。你还想着这个啊，,0
3865,一个亿，要钱有什么用，我的栏目都死了，要钱有什么用？,2
3866,这是友军啊朋友们，你们骂啥啊！,5
3867,哎，还是有明眼人的！,5
3868,也不知道键盘侠们激动啥,4
3869,同情加可怜，孩纸，能忍则忍吧！,2
3870,我一般只和妈妈发脾气。,5
3871,呵呵，我从不和妈妈发脾气，因为她总让着我。,0
3872,这是我听过最假的真话。,5
3873,都会好的，有我在,1
3874,你怎么能看到这个,5
3875,我关注你啊，有啥动静我当然知道,5
3876,那为什么我写在评论你的你也看得到阿，好奇怪的,5
3877,反正我就是能看到你的,5
3878,好喜欢唱的unaturalselection！！！,1
3879,最爱unintended、supermassiveblackhole、madness云云…很多都爱思密达。你该不会是听过某人翻唱才喜欢的吧,1
3880,我听了unintended好听,1
3881,嗯，相比他们其他的重金属歌曲，这首算是很灵魂安静的。,1
3882,我觉得自己太弱了，所以遇到势均力敌的同一水平，肯定会看不上。所以提高自己,2
3883,不不不我身边的你们都是又美又有趣性格又好，想都抱回家，可惜我是个女生好气哦,2
3884,“你们”中包含小朋友，我现在已经乐上天了，哈哈哈！,0
3885,小朋友有毒准备复试的时候每次跟你溜学校聊天都有种吃了炫迈停不下来的感觉,0
3886,感觉昨天rng的好看！,1
3887,今天都打大前期上班还是比较适合看这种哈哈哈昨天打的刚今天打的稳没毛病！,0
3888,我咋不知道你玩lol？,5
3889,不玩啊我就看比赛,5
3890,嗯？你干嘛啦？她出轨了？,5
3891,"呜呜呜呜.我答应和她去旅游的.可是现在俺爸不同意啊,还在说服当中.",2
3892,哦哦~呵呵~加油啊~嫂子支持你~,1
3893,"哈哈,我要加油啊.",0
3894,讲真，这就是我粉诺基亚的不二理由，换了那么多，只有诺基亚的手机没被我摔坏过,1
3895,你是有多喜欢摔手机啊,5
3896,睡觉前听歌，听着听着睡着了，一翻身就踢到床底下去了；或者打球的时候从运动服口袋滑出去,5
3897,诺基亚，你必须拥有！,1
3898,大哥，原谅我突然想到了“康巴汉子”,5
3899,你不知道，整个团的人都想把我卖了当藏族新郎去！让我去放三年牦牛！,2
3900,哈哈，大伙都是英明的，眼睛都是雪亮的。去吧。,0
3901,老婆太多，遭不住，果断放弃了！,0
3902,人打人是有矛盾，人打狗和狗有什么矛盾？,5
3903,你的意思是有矛盾可以不管，没矛盾才能管？呵呵,4
3904,没矛盾为什么要打？,5
3905,有矛盾就可以打？,4
3906,它已渣到死了可能连地狱都不愿意收他的地步了！亲爱的、别生气了。抱抱、做个好梦、晚安,1
3907,真的是，感觉他不是一个人，其实不生气，就是心里有点委屈的感觉，哎，没事啦，过去啦,2
3908,嗯嗯、过去了、没事了、今天会是美好的一天！,1
3909,嗯呢～美好的！,0
3910,技能描述都成了godfatheriswatchingyou!kid.,5
3911,能直接翻译一下嘛,5
3912,神父在看着你孩子这个程序员有毒,4
3913,庞统改成监视下，监视=神父在看着你。好像确实有点对应的意思。,5
3914,真台风了啊？看来你们的婚纱照将会很有故事,5
3915,我怕明天晚上的飞机受影响！,3
3916,我们走那天雨下得只有嫩个大啦我耳朵听起都要耳鸣啦,2
3917,对头我们来的时候地都干了接我们的司机就是说下午大雨时候市区都淹水了,2
3918,来得快去得快不要管飞机延不延误嫩个多现国人耍开心了来,2
3919,这点好贵哟完全比不上我的泰国小清新,2
3920,这是在说自己？,5
3921,讨厌，伦家踏入社会五六年了,5
3922,你是前辈啦…向你学习,1
3923,少年你的前程一片光明,1
3924,我记得小学最出名的是麻雀要革命，好像还特么出了三部,1
3925,这种书只有班里零花钱最多的人才能买得起！特别羡慕！,1
3926,不是你买的嘛,5
3927,不是，我可没那么多钱,5
3928,那你怎么会有她地址呢，是朋友的朋友？,5
3929,"地址是我们选错的,以前我老婆用此人的地址帮她朋友刷过次信誉",5
3930,实在要不回来也无奈了，这种地址就删除掉吧,5
3931,"恩,可能没有去掉淘宝的地址自动保存选项",5
3932,这么严重？！我之前一想过去打，可认识的医生叫我如果12周后还是这么吐的话再去,2
3933,五天没吃没喝不打不行了，人都坐不住了,2
3934,你查过酮体吗？貌似那个加号多的话就反映特别严重！你这个吐法，我觉得茉茉应该是不用草字头了~,2
3935,还没有，明天我去查查看,5
3936,哈哈，所以要引以为鉴，小心为妙哈。,0
3937,结果还是让骗子给骗了！,5
3938,骗多少去了啊…,5
3939,还好骗的不多！！伤心往事啊！,2
3940,好好香，排骨那一锅，菜绝对比肉还好吃。粘豆包终极吃法，油煎后粘白糖！,1
3941,会吃的来了,1
3942,哈哈，没啦，姥姥是东北人，都这么吃。,0
3943,诶你知道粘豆包为啥有点酸吗发酵了吗,5
3944,这个真不太清楚，我只知道吃！,5
3945,我们小太阳炎亚纶只有三岁别叫叔行吗他现在很好一直在给我们温暖???,1
3946,现在再叫阿布总觉得像他还是小鲜肉，叫纶叔亲切一点，毕竟陪我12岁到现在,1
3947,我们纶纶咋不是小鲜肉啊在我心中一直都是呢,1
3948,他不是了我都变成老阿姨了,2
3949,嗨呀你在上海啊！顺便问下这个啥时候截止啊！我一直忘记去了！,5
3950,8.20！要赶快了最后几天有些设施可能会搬走,5
3951,啊好滴！就是朋友都在上班我一个人去都没人拍照了，周末又人很多,5
3952,最后几天应该不会多！,5
3953,我也好喜欢他的哈哈,1
3954,是呢是呢魅力大叔呀,1
3955,唉好不容易周笔畅能唱爱的供养的！！,1
3956,本来还特别期待～又不给机会,2
3957,5，6张的角度选的很美，学习学习,1
3958,哈哈哈??乱拍的,0
3959,谦虚了。真的不错，来拍点好照让我们好好借鉴哈,1
3960,哈哈??哈哈我拍东西真的都是乱拍的从来不管其他,0
3961,让你贪小便宜，晚上让你基友多草你几次做补偿吧,4
3962,你就嘲笑吧！以后别租一嗨,4
3963,我的保险都很没赔下来，都一样其实,5
3964,你这是出险，时间当然长,5
3965,你要常连wifi微信联系哦到时！,5
3966,我每天都会去逛街的哈哈哈晚上hotel肯定联系的！！,0
3967,好的，等到周日后我就自由了！我要是想到啥就可以找你了嘻嘻,0
3968,拼命给你发美食解放个屁啊你不是该上班了么,5
3969,我下周自由状态！！！美食我不看！,5
3970,逼你看你还是很好满足的我懂你,5
3971,太难喝的是那3款？,4
3972,只记得一个黄金桂完全没喝到一点桂花味还有一个英式早茶和立顿黄牌一个味道,4
3973,好的谢谢我只试过几款我也喜欢earlgreytea,1
3974,哈哈我也觉得格雷伯爵香气很棒,1
3975,心情好，请吃饭喇～,0
3976,哈哈，有关系既咩,0
3977,分享开心咯，对不对～,0
3978,现在已经分享左啦，系唔系,0
3979,旁边那个海苔嘛？好吃吗？,5
3980,那么回事吧淡了吧唧的.给我姑娘买的她不爱吃我捡了下酒了,4
3981,裹着热米饭吃好吃,5
3982,是，原来见过那么吃的，但是哪有柿子鸡蛋拌米饭好吃,5
3983,那让阿泰转行当解说吧，工资应该不会低,5
3984,那我猫神和狗哥就不服了,5
3985,来啊一起上啊,5
3986,真是一点儿都不心疼我们的耳膜,5
3987,有没有戴鲜花的，最好是大红的，,5
3988,哈哈我一项最恨红配黑从小到大都是哒每个人都有自己的一点小情节或许,0
3989,您这一身，太有气场一般人被吓跑的,5
3990,不管的自己愉悦就好啦,0
3991,ps，就说“在公司”嘛,5
3992,哈哈哈我是听话的好孩子,0
3993,听话很好，但是要说实话，不能撒谎撒,5
3994,哈哈你怎么改了个这么抓狂的名字,0
3995,全杀杀，全杀杀！！！,5
3996,哈哈超超干嘛这么激动！我可是你带出来的徒弟！你教出个马路杀手很骄傲是不是,0
3997,大马路杀带出个小马路杀-0-，看来得让你多开开，决定了以后开车都你开,5
3998,你是要练胆量练心理素质吗哈哈哈,0
3999,北京欢迎你预祝大会圆满成功,1
4000,哈，来自家乡的问候呗…,0
4001,是的，还有来自老百姓的真诚祝愿，帮我带到大会筹备组啊,1
4002,哈哈哈，祝福大家更幸福的活着,0
4003,谢谢来自首都的祝福,1
4004,越骂越红，那姗姗你还得感谢那些黑子我喜欢，听说幂也是骂红的,4
4005,那我们都骂你吧！！！看能否把你骂红了！！！！！你真逗,4
4006,首先我不是明星没演过戏，第二我不是公众人物。第三请您自重，很讨厌别人干涉我的言论自由。谢谢,4
4007,我没干涉你的言论自由啊大哥,4
4008,那您回复我的意思是？不是嫌我说了么？好了到此为止。别回了,4
4009,真的好爱你的图,1
4010,是不是被我的才华所打动！,0
4011,那又不是。我是被你的美貌打动了,1
4012,泥够哈哈哈哈哈是不是热恋期的女孩纸都这么会夸人！,0
4013,是我了，高冷如我，怎么可能亲和,5
4014,哈哈哈哈哈哈哈你有毒吧见你第一面就知道了根本不需要颠复哈哈哈,0
4015,一秒看穿属性什么的都不能宠着你高冷的小公举了嘛,5
4016,dei双鱼戏精宠你宠你,0
4017,大半夜不睡觉你干啥,5
4018,大半夜不睡觉你干啥,5
4019,我写个东西，就到这点了，准备睡觉,5
4020,我听了会儿歌，玩了会儿游戏，刚刚发完牢骚上完厕所准备睡，被你抓个正着,5
4021,明天出来让我鉴定一下~,0
4022,哈哈你又不来看我哼···,0
4023,明天晚上。来去海伦，他明天过来，我一大学同学来厦门，想到海伦就想到你和宏宇。哈哈,0
4024,哈哈哈！好吧！但是最近我不能喝酒！你懂的！,0
4025,少了你这女豪了。哈哈·好啦。我下班给你电话,0
4026,好吧！明天见！,0
4027,张大厨你又弄好吃的呀,1
4028,有点不想弄老日妈帮腥臭,5
4029,当你老婆是有多好好有口福,1
4030,那你来当我二奶哈哈哈,0
4031,哈哈要得绝对愿意,0
4032,那我天天弄好的给你吃哈哈哈,0
4033,dear！五百卡以内会不会太夸张啊！！,5
4034,争取吧！一定要度过平台期瘦进100不出来,5
4035,哈哈哈哈哈加油！不过少女你怎么还没睡！,0
4036,嘤嘤嘤睡不着痛苦,2
4037,注意身体啊亲！！,1
4038,喵喵喵爱你哦,0
4039,今天早上也坐的一号线，那个挤啊！还好我不用天天坐,4
4040,哈哈…我不是高峰时间坐的…所以还好…,0
4041,人就是喜欢幸灾乐祸啊！,4
4042,额…没有啊…我只是说事实嘛…,5
4043,你们好，鹏鹏的小骨头还可以被接好吗？他还能走路吗？,5
4044,肋骨应该恢复了，头骨是人工材料,5
4045,天呢！他要长身体的啊！,2
4046,是的，孩子在努力恢复,5
4047,好心疼，他一定会好起来的！,2
4048,没有民举，谈个蛋的崛起！,4
4049,又来个显示自己特立独行的杠精！,4
4050,来来，话筒给你，给我们讲讲奴性。,4
4051,来来来，给我们讲讲民主，讲讲慕羊犬怎么训成的,4
4052,小时，老张说他要批评你,5
4053,他已经批评我了！,5
4054,他说都是小女生嘛，过一下就好了,5
4055,摊手打小报告这种事情我也是服气的很,4
4056,这个女主是演员吧，好看，拍的真好,1
4057,嗯嗯，谢谢晓莹，太开心啦,0
4058,你好棒啊都拍明星了,1
4059,哈哈，主要还是幸运啦,0
4060,原来我不如小伙子！心塞了,2
4061,你要笑死我了哈哈哈,0
4062,有人约周日哦～一起嘛?之前密室的妹子和高领男，哈哈哈,0
4063,啊呵呵高领男这是有行动的节奏啊哈哈,0
4064,哈哈哈哈哈哈哈哈看得出来你的心里都是阴影了,0
4065,我已经开始怀疑人生了,2
4066,哈哈哈我终于可以说了你人都没生过就怀疑人生啦哈哈哈哈,0
4067,你变坏了，你居然套路我,2
4068,哈哈哈土豪一晚上买了300万,0
4069,哇塞，那么有钱！有钱买吃的噻，买话题的票干嘛！,1
4070,比不得人家是土豪,2
4071,别个穷得只剩钱了。,2
4072,他俩私下在一起？？,5
4073,和一个短头发的女的，应该是章的经纪人之类的吧。餐厅里。,5
4074,他俩真的在恋爱啊？,5
4075,哈哈哈，这不是全中国都知道的嘛，你还不信啊。,0
4076,芋头宝贝们对不起我背叛了你们我曾经说过我会爱他一辈子但是现在我不会爱他了对不起芋亲们,2
4077,你说这个有什么意思？？！！,5
4078,我曾经向芋亲说我会一辈子爱小灏但是因为我的个人原因所以我退出芋头粉丝团,2
4079,那就什么都不要说了，,5
4080,我知道我是背叛了他们芋亲对不起,2
4081,点噶样都凶残噶啦你,4
4082,你想要哥凶残甘杀左你么！？,4
4083,样子已经凶残得可以杀左我了,4
4084,其实我本质是温文儒雅，清新自然的,5
4085,世人都是以貌取人的uknow,5
4086,两个星期之后又是一名好汉啦！,5
4087,你骂他，还第一,4
4088,害得我在网上买了好多擀面皮凉皮,4
4089,哈哈，听起来好心酸,0
4090,你也是出了陕西的。体会一下怀念家的味道,5
4091,我们下了！！胖死你,5
4092,"切,酸葡萄~胖在我身痛在你心嘎~",5
4093,哪有嘛！我好不容易这个月初下定决心减肥啊，而且我发现桂格呢燕麦用牛奶直接泡也很好吃啊,5
4094,"憨包,我早就发现啊,麦片拌酸奶更好吃!自己再切点水果拌起来,就是有点凉啊。",5
4095,酸奶太酸啊，你不能忤逆我！！就是牛奶！哼,5
4096,"我自制了酸奶麦片,蜂蜜麦片和红糖麦片!膜拜吧,牛奶什么的都一边去~",5
4097,我们都是神人，我啊天用地瓜扮酸奶颜色多好看，但是味道好奇怪…嗨,5
4098,来我寝室吃绿豆酥吧。特意从财大带回来的,5
4099,在床上了啊考完好好放松哈,0
4100,是滴是滴，有木有什么好看的电视小说的推荐啊,0
4101,你能听到我的心吗我最近喜欢的其他的电视剧下次qq聊时说小说绾清丝镜系列,0
4102,好滴，哈哈，绾青丝高中就看完了的,0
4103,可是一个人的世界也有其他人参与，你不会受别人影响么？,5
4104,反正到最后还不是自己一个人走??始终要学会不那么在乎别人对自己的看法,5
4105,如果那个人很重要呢,5
4106,我目前也还没解决到那个程度,5
4107,女人的世界太难揣摩,5
4108,金融学是做投资的吗？我想学，可是我不知道学完有啥用？怎么学？学什么,5
4109,投行、证券、期货什么的都能做啊，或者是自己投资，不知道有什么用的时候就先做吧,5
4110,嗯。其实我是想考这方面研究生，系统学一学。因为本科不是这个，但是又不太了解。谢谢,5
4111,我是双学位学金融其实也很想考这方面的研…,5
4112,嗯。你会成功的，至少你在学,1
4113,哇。幸福的人啊！现在在广州吗？这个周六晚上请林和西的大伙吃个饭，有空过来吗？,5
4114,听说你结婚咯找到真爱哈，爱你爱你，要幸福哈我过两天回复你啦,0
4115,谢谢罗。呵呵。好的你太忙啦。经常不在广州啊！好久没有见过你啦呢！,0
4116,好的，我也是啊改天大家一起吃饭哈，想你了,0
4117,好的。周六有空就过来罗。东圃98唐厨噢,0
4118,意思是说柯震东会被判刑吗？,5
4119,没有，柯震东是参与吸毒而已，现在已经说了，他要关14天。小房子就不好说了。,5
4120,14天出来以后还能进娱乐圈嘛毒瘾还有嘛,5
4121,哈哈，的确是，不过应该吸取教训了把,0
4122,我们自闭的白白都没有朋友,5
4123,我蛙儿马上24个小时，要造反他,5
4124,其实他也有可能在哪一盆干锅牛蛙里，我昨晚就吃过,5
4125,好残忍哦你拿小饼干砸你奥利奥的好不,5
4126,人家想要草莓奥利奥,5
4127,真好~上班有狗狗陪伴，哈哈。,0
4128,对呀对呀，超幸福的。不过听说它过几天就要送回去了，哭死,0
4129,我多想带我家米奇上班，可惜他太闹了，会吵到别人的。,2
4130,哈哈，你家米奇看上去貌似挺小的呀，多大了？,0
4131,9个多月了，体型玩具的所以很小，就是会吵啦，看见陌生人会冲人家吼哈哈,0
4132,哈哈，那它只认你嘿？对你家人会吼吗？,0
4133,不会，他很黏我妈，因为我妈给他好吃i的，哈哈。,0
4134,哈哈哈，真可爱！~,0
4135,家夫，讲得真好！！,1
4136,点啊！稳到你「真爱」未啊？,0
4137,"turelove翻音就是“twolove""一个人不成事加。未有吖",5
4138,姐夫好为食！等住饮你果餐！,5
4139,有压力啊！！,5
